,location,bath,size_new,sqft
757,Old Airport Road,2.0,3,1875.0
758,Kundalahalli,2.0,2,735.0
759,Sarjapur,4.0,5,4360.0
760,Koramangala,3.0,3,1750.0
761,Marathahalli,2.0,2,1215.0
763,Vishwapriya Layout,2.0,2,820.0
764,Banashankari Stage VI,2.0,2,1177.5
765,Battarahalli,3.0,3,1779.0
766,other,2.0,2,1105.0
768,Whitefield,3.0,3,1650.0
769,Jalahalli,2.0,2,1694.0
770,Hosakerehalli,3.0,3,2376.0
771,Cox Town,3.0,3,1975.0
772,Kammasandra,2.0,2,674.0
773,Kaggadasapura,2.0,2,1185.0
774,Thanisandra,1.0,1,445.0
776,HSR Layout,3.0,3,1475.0
777,Gottigere,3.0,3,1618.0
778,Koramangala,2.0,2,1120.0
779,Marathahalli,3.0,4,2181.0
780,Vidyaranyapura,4.0,4,1200.0
782,Bannerghatta Road,2.0,3,1556.0
783,Bannerghatta Road,2.0,2,1179.0
784,Thanisandra,2.0,2,1296.0
785,Kaggadasapura,2.0,2,1275.0
787,Kathriguppe,2.0,3,1400.0
788,Gottigere,2.0,2,1222.0
789,Electronic City,2.0,2,940.0
790,Thanisandra,2.0,2,1185.0
791,Tumkur Road,3.0,3,1779.0
792,Begur Road,3.0,3,1615.0
793,Haralur Road,2.0,2,1056.0
794,7th Phase JP Nagar,2.0,2,1100.0
795,Arekere,2.0,2,920.0
796,other,2.0,3,1602.0
797,Padmanabhanagar,2.0,2,1176.0
799,other,3.0,3,1352.0
800,Kasavanhalli,3.0,3,1717.0
801,other,4.0,4,10961.0
802,Bhoganhalli,4.0,4,2119.0
803,Vittasandra,2.0,2,1246.0
804,Anandapura,2.0,2,1141.0
805,Hennur Road,2.0,2,1157.0
806,Chandapura,2.0,2,1025.0
807,Yelahanka New Town,1.0,1,650.0
808,Hebbal,2.0,2,1349.0
809,Narayanapura,3.0,3,1566.0
810,Sahakara Nagar,3.0,4,2830.0
811,Electronic City,2.0,3,1320.0
812,other,3.0,3,1780.0
813,Varthur,2.0,2,1091.0
814,Rachenahalli,4.0,4,3670.0
815,7th Phase JP Nagar,2.0,2,918.0
816,Yeshwanthpur,4.0,4,1950.0
817,Panathur,3.0,3,1695.0
818,Yelahanka,3.0,3,1705.0
819,Kalyan nagar,3.0,3,1375.0
820,Kanakpura Road,1.0,1,525.0
821,Whitefield,2.0,2,1447.0
822,Thanisandra,2.0,2,1114.0
823,7th Phase JP Nagar,2.0,3,1450.0
825,Vasanthapura,2.0,2,1022.0
826,Hebbal,2.0,2,1000.0
827,Electronic City,2.0,2,1128.0
828,Kanakpura Road,2.0,2,1180.0
830,Nagarbhavi,2.0,2,1200.0
831,other,3.0,3,3761.0
832,Kanakpura Road,2.0,2,1339.0
833,Yelachenahalli,2.0,3,1400.0
834,7th Phase JP Nagar,2.0,2,1040.0
835,Kadugodi,2.0,2,1198.0
836,other,3.0,4,1200.0
837,Sarjapur  Road,3.0,3,1691.0
838,Bisuvanahalli,3.0,3,1075.0
839,1st Block Jayanagar,3.0,3,1630.0
840,8th Phase JP Nagar,3.0,3,1240.0
841,Bannerghatta Road,2.0,2,1122.5
842,Mallasandra,3.0,3,1665.0
843,Marathahalli,3.0,3,2489.0
844,Brookefield,2.0,2,1142.0
845,other,3.0,3,1976.0
846,other,4.0,4,5500.0
847,Kothannur,3.0,3,1853.0
849,Kasturi Nagar,2.0,2,1567.0
850,Talaghattapura,2.0,2,1090.0
852,other,4.0,4,2400.0
853,Electronics City Phase 1,2.0,2,1175.0
854,Subramanyapura,2.0,2,1200.0
855,Kodichikkanahalli,2.0,2,995.0
856,Magadi Road,2.0,2,884.0
858,Yeshwanthpur,2.0,2,1170.0
859,KR Puram,2.0,2,1225.0
860,Electronic City,2.0,2,1342.0
861,Uttarahalli,2.0,2,1345.0
862,Kodigehaali,3.0,3,1320.0
864,Raja Rajeshwari Nagar,2.0,2,1140.0
865,Battarahalli,2.0,2,1300.0
866,Hosa Road,3.0,3,1652.0
867,Thigalarapalya,4.0,3,2072.0
868,Arekere,2.0,3,1740.0
869,Electronic City,2.0,3,1360.0
870,Hosur Road,2.0,3,1145.0
871,Uttarahalli,2.0,3,1540.0
872,Sarjapur  Road,2.0,2,1278.0
873,Electronic City Phase II,1.0,1,630.0
874,Kanakpura Road,3.0,3,1100.0
875,other,3.0,3,1200.0
876,other,6.0,7,2500.0
877,Chandapura,1.0,1,582.5
878,Chandapura,2.0,2,1015.0
879,Hosur Road,5.0,5,3300.0
880,Basaveshwara Nagar,5.0,5,4500.0
881,Gunjur,2.0,3,1356.0
882,other,2.0,2,823.0
883,TC Palaya,2.0,3,1200.0
884,Ramamurthy Nagar,2.0,2,1050.0
885,other,2.0,2,1180.0
886,Whitefield,2.0,2,1116.0
887,7th Phase JP Nagar,2.0,2,1070.0
888,Varthur,2.0,2,1385.0
889,Varthur,1.0,1,1000.0
890,Whitefield,3.0,3,1897.0
891,Magadi Road,2.0,2,1005.0
892,Green Glen Layout,3.0,3,1575.0
893,Subramanyapura,2.0,2,975.0
894,Hennur Road,3.0,3,1904.0
895,Kengeri Satellite Town,1.0,1,930.0
896,Kanakpura Road,1.0,1,525.0
897,other,1.0,1,686.0
898,Electronic City Phase II,3.0,2,2400.0
899,other,1.0,2,1410.0
900,Sarjapur  Road,3.0,3,2238.0
901,Harlur,2.0,2,1174.0
902,Thubarahalli,4.0,4,3800.0
903,Whitefield,2.0,3,2225.0
904,other,2.0,2,1250.0
905,Jigani,2.0,2,918.0
906,Mahadevpura,2.0,2,1250.0
907,Sarjapur  Road,3.0,3,1800.0
908,Marathahalli,2.0,2,1170.0
909,other,1.0,1,1300.0
910,Bannerghatta Road,2.0,2,793.0
911,Jakkur,3.0,3,1710.0
912,Kambipura,2.0,3,1082.0
913,other,2.0,2,1001.0
914,other,4.0,4,1500.0
915,Yelahanka,2.0,3,1590.0
916,other,2.0,3,2400.0
917,Horamavu Banaswadi,3.0,3,1554.0
918,Thanisandra,2.0,2,1142.5
919,Bellandur,5.0,5,4239.0
920,Konanakunte,1.0,2,884.0
921,Hosa Road,2.0,2,1045.0
922,Marathahalli,2.0,2,1019.0
923,Ambedkar Nagar,4.0,3,1935.0
924,Uttarahalli,2.0,3,1135.0
925,Lakshminarayana Pura,3.0,3,1680.0
926,Hebbal,5.0,4,2470.0
927,1st Phase JP Nagar,4.0,4,2825.0
928,Hosakerehalli,3.0,3,2480.0
930,Ramamurthy Nagar,4.0,5,1800.0
931,Kasavanhalli,3.0,3,1799.0
932,Attibele,1.0,1,400.0
933,Kundalahalli,2.0,2,1047.0
934,other,2.0,2,1282.0
935,NGR Layout,2.0,2,1020.0
937,Whitefield,2.0,2,1495.0
938,Kasavanhalli,4.0,4,3260.0
939,other,2.0,3,1611.0
940,Koramangala,5.0,4,3500.0
941,other,2.0,3,1500.0
942,Sahakara Nagar,2.0,3,1500.0
943,Yelahanka,5.0,4,3206.0
944,Uttarahalli,3.0,3,1540.0
945,Hosa Road,3.0,3,1639.0
947,Raja Rajeshwari Nagar,2.0,2,1303.0
948,Koramangala,1.0,2,1005.0
949,Kammasandra,1.0,1,657.5
950,Chandapura,3.0,3,1305.0
952,other,1.0,2,1300.0
953,Brookefield,2.0,3,1440.0
954,Seegehalli,2.0,2,901.0
955,Rajaji Nagar,3.0,3,1725.0
956,Sarjapur,2.0,3,900.0
957,BEML Layout,2.0,2,1060.0
958,NGR Layout,2.0,2,1020.0
959,Varthur,3.0,3,1535.0
960,other,1.0,1,530.0
961,Haralur Road,3.0,3,1464.0
962,other,2.0,2,1350.0
963,Sarjapur  Road,2.0,2,1115.0
964,Uttarahalli,2.0,2,1175.0
965,Whitefield,2.0,2,1113.0
967,Ramamurthy Nagar,4.0,5,1640.0
968,Giri Nagar,2.0,2,650.0
969,Marathahalli,2.0,2,1325.0
970,Electronics City Phase 1,2.0,2,950.0
971,Jakkur,2.0,3,1396.0
972,Rachenahalli,2.0,2,1050.0
973,Thanisandra,3.0,3,1825.0
974,7th Phase JP Nagar,2.0,2,1190.0
975,Marathahalli,2.0,2,1220.0
976,NRI Layout,2.0,3,1565.0
977,Hennur Road,3.0,3,1891.0
978,other,2.0,2,900.0
979,Hosa Road,2.0,2,1161.0
980,Sarjapur,1.0,1,649.5
981,other,6.0,8,2400.0
983,Yeshwanthpur,1.0,1,665.0
984,Mysore Road,2.0,2,1175.0
985,Hoodi,2.0,2,1425.0
986,Chikkabanavar,1.0,1,1200.0
987,ITPL,3.0,3,1200.0
988,Somasundara Palya,2.0,2,1255.0
989,Hegde Nagar,4.0,3,2112.95
990,Raja Rajeshwari Nagar,1.0,1,600.0
991,Haralur Road,3.0,3,1810.0
992,Indira Nagar,2.0,2,1200.0
993,Harlur,2.0,2,1033.0
994,ITPL,3.0,3,1548.0
995,Horamavu Banaswadi,3.0,3,1611.0
996,Electronic City Phase II,2.0,3,1400.0
997,Vidyaranyapura,2.0,3,1485.0
998,Margondanahalli,2.0,2,2400.0
999,Pattandur Agrahara,2.0,2,1025.0
1001,other,2.0,2,1225.0
1002,5th Phase JP Nagar,2.0,2,1256.0
1003,Whitefield,3.0,4,2268.0
1004,Kanakpura Road,3.0,3,1100.0
1005,other,2.0,2,1141.0
1006,Attibele,1.0,1,400.0
1007,Chandapura,2.0,2,1400.0
1008,other,7.0,7,4100.0
1011,other,2.0,2,1175.0
1012,Sahakara Nagar,2.0,2,1100.0
1013,Kanakpura Road,3.0,3,1843.0
1015,Horamavu Banaswadi,2.0,2,1460.0
1016,Rachenahalli,2.0,3,1530.0
1017,HSR Layout,2.0,2,1467.0
1018,other,1.0,1,950.0
1019,Vittasandra,2.0,2,1246.0
1020,Kanakapura,1.0,1,711.0
1021,Haralur Road,2.0,2,1194.0
1022,Babusapalaya,2.0,3,1358.0
1024,Hoodi,2.0,2,1420.0
1025,Kathriguppe,2.0,3,1250.0
1026,Akshaya Nagar,2.0,2,1280.0
1027,other,2.0,2,1209.0
1028,other,5.0,5,4200.0
1029,other,4.0,4,1215.0
1030,Panathur,2.0,3,1315.0
1031,other,3.0,3,1800.0
1032,other,4.0,5,1600.0
1033,TC Palaya,2.0,3,1600.0
1034,other,5.0,6,3968.0
1035,other,3.0,3,1563.0
1036,Whitefield,2.0,3,1560.0
1037,Brookefield,4.0,3,2169.0
1039,Rachenahalli,2.0,2,1050.0
1040,Iblur Village,3.0,3,3235.0
1041,TC Palaya,3.0,3,1200.0
1042,HSR Layout,2.0,2,1140.0
1043,7th Phase JP Nagar,3.0,3,1500.0
1044,Horamavu Agara,3.0,3,1560.0
1045,JP Nagar,2.0,2,1100.0
1046,Kasavanhalli,2.0,3,1260.0
1047,Hebbal,2.0,2,1036.0
1048,Akshaya Nagar,3.0,3,1662.0
1049,Yelachenahalli,2.0,3,1464.0
1050,Yelahanka,2.0,2,1234.0
1051,Sarjapur  Road,3.0,3,1403.0
1053,2nd Stage Nagarbhavi,8.0,6,3000.0
1054,Seegehalli,2.0,3,1150.0
1055,Hebbal,4.0,4,3900.0
1057,Kanakapura,2.0,2,929.0
1058,2nd Stage Nagarbhavi,8.0,6,2400.0
1059,TC Palaya,2.0,3,1350.0
1060,Vasanthapura,2.0,2,1135.0
1061,other,2.0,2,1405.0
1062,Whitefield,2.0,2,1200.0
1063,Haralur Road,4.0,4,2805.0
1064,Yeshwanthpur,2.0,2,1161.0
1065,Kanakpura Road,2.0,2,1290.0
1066,Yeshwanthpur,3.0,3,2557.0
1067,other,3.0,3,1480.0
1068,other,14.0,9,3300.0
1069,Old Madras Road,3.0,3,1350.0
1070,Kadugodi,2.0,3,1580.0
1071,Banashankari,2.0,3,1470.0
1072,Ananth Nagar,1.0,1,500.0
1073,Sarjapur  Road,2.0,2,1346.0
1074,other,3.0,3,1600.0
1075,other,2.0,2,720.0
1077,other,4.0,4,1200.0
1078,other,2.0,2,1200.0
1079,Channasandra,2.0,3,1340.0
1080,Devanahalli,4.0,4,6136.0
1081,Jigani,2.0,2,918.0
1082,other,3.0,3,1500.0
1083,Yelahanka,2.0,2,1315.0
1084,other,5.0,4,2400.0
1085,Uttarahalli,2.0,3,1390.0
1086,Uttarahalli,2.0,3,1330.0
1087,Jalahalli,4.0,5,3100.0
1088,other,3.0,3,1824.0
1089,7th Phase JP Nagar,2.0,3,1420.0
1090,other,1.0,1,750.0
1091,Jalahalli East,2.0,3,1260.0
1092,Hennur Road,3.0,3,1561.0
1094,other,2.0,2,1060.0
1096,Haralur Road,2.0,2,1225.0
1097,Thanisandra,3.0,3,2144.0
1099,Electronic City,2.0,2,880.0
1100,Hoodi,3.0,3,1639.0
1101,Thanisandra,2.0,3,1240.0
1102,Kanakpura Road,2.0,2,1500.0
1103,Haralur Road,2.0,2,1243.0
1104,Marathahalli,3.0,3,1575.0
1105,Haralur Road,2.0,2,1027.0
1106,Kambipura,2.0,3,1082.0
1107,Konanakunte,3.0,3,1637.0
1108,Kanakpura Road,3.0,3,1665.0
1109,Electronic City,2.0,2,1265.0
1110,Electronic City,2.0,3,1691.0
1111,Thanisandra,2.0,2,1100.0
1113,other,3.0,3,1500.0
1114,Hosakerehalli,5.0,4,3205.0
1115,Kammanahalli,4.0,5,1666.0
1116,Choodasandra,2.0,2,1115.0
1117,Mysore Road,2.0,2,1070.0
1118,Indira Nagar,2.0,2,1128.0
1119,Budigere,2.0,2,1162.0
1120,other,2.0,2,1339.0
1121,Mahadevpura,2.0,2,1192.0
1122,Haralur Road,3.0,3,1920.0
1123,Hennur,2.0,2,1255.0
1124,Rajaji Nagar,2.0,2,1357.0
1125,other,3.0,3,1600.0
1126,other,2.0,2,1225.0
1127,Whitefield,4.0,4,2400.0
1128,Kasturi Nagar,3.0,3,1570.0
1129,Thanisandra,2.0,2,1093.0
1130,Basaveshwara Nagar,3.0,3,1865.0
1132,Kaikondrahalli,2.0,2,1039.0
1133,Vittasandra,2.0,2,1246.0
1134,Whitefield,3.0,3,1985.0
1135,Hosakerehalli,3.0,3,1590.0
1136,other,4.0,4,4000.0
1137,Electronic City Phase II,2.0,2,775.0
1138,other,2.0,2,1000.0
1139,Hebbal Kempapura,3.0,3,1800.0
1140,Bommasandra,2.0,2,1035.0
1141,Dasarahalli,2.0,3,1520.0
1142,Whitefield,2.0,2,1360.0
1143,other,5.0,4,6000.0
1144,Kodigehaali,2.0,2,1117.0
1145,KR Puram,4.0,4,1200.0
1146,EPIP Zone,2.0,2,1330.0
1147,Marathahalli,3.0,3,1937.0
1148,Electronic City,2.0,2,1128.0
1149,Neeladri Nagar,2.0,2,1053.0
1150,Panathur,2.0,2,1198.0
1151,Marathahalli,2.0,2,1152.0
1153,Frazer Town,2.0,2,1625.0
1154,Kundalahalli,3.0,3,1397.0
1155,Yeshwanthpur,3.0,3,1523.0
1156,Kambipura,2.0,2,883.0
1157,Kaggalipura,1.0,1,700.0
1158,Yelahanka,2.0,2,1170.0
1159,Kanakpura Road,2.0,3,1200.0
1160,other,3.0,3,2400.0
1161,other,2.0,2,1480.0
1162,Akshaya Nagar,3.0,3,1897.0
1163,Rachenahalli,2.0,2,996.0
1164,Haralur Road,3.0,3,1875.0
1165,other,2.0,3,1500.0
1166,other,3.0,3,3095.0
1167,Ambalipura,2.0,3,1390.0
1168,Yelahanka,3.0,3,1450.0
1169,Yelahanka,1.0,1,697.0
1170,Sarjapur  Road,1.0,1,710.0
1171,other,2.0,2,910.0
1172,Sompura,2.0,3,1025.0
1173,Magadi Road,2.0,2,1000.0
1174,Harlur,4.0,4,1200.0
1175,Horamavu Agara,2.0,3,1453.0
1176,Sarjapur  Road,5.0,4,3335.0
1177,Thanisandra,2.0,2,971.5
1178,Bellandur,2.0,2,1281.0
1179,Cooke Town,1.0,1,565.0
1180,Varthur,2.0,2,1024.0
1181,Electronic City,3.0,3,1620.0
1182,Whitefield,2.0,2,1254.0
1183,Banashankari,2.0,3,1300.0
1184,Doddakallasandra,2.0,2,1233.0
1185,other,1.0,1,1200.0
1186,Hosur Road,2.0,3,1510.0
1187,Kaggalipura,2.0,2,950.0
1188,Battarahalli,3.0,3,1945.0
1189,Uttarahalli,2.0,2,1008.0
1190,Thanisandra,2.0,3,1265.0
1191,Hebbal,2.0,3,1255.0
1192,Kanakpura Road,6.0,4,2689.0
1193,Yelenahalli,2.0,2,1200.0
1194,Sarjapur  Road,3.0,3,1403.0
1195,Kudlu Gate,3.0,3,1535.0
1196,other,3.0,3,1500.0
1197,Chamrajpet,2.0,3,1475.0
1198,Uttarahalli,2.0,3,1390.0
1199,Raja Rajeshwari Nagar,2.0,3,1278.0
1200,other,2.0,2,1133.0
1201,other,5.0,5,1560.0
1202,other,5.0,5,2900.0
1203,Kogilu,2.0,2,1170.0
1204,Sahakara Nagar,3.0,3,1200.0
1205,Whitefield,3.0,3,1697.0
1206,Thanisandra,3.0,3,1651.0
1207,other,3.0,3,1560.0
1208,Hennur Road,2.0,3,1192.0
1209,OMBR Layout,2.0,2,1078.0
1211,Kasavanhalli,2.0,2,1349.0
1213,7th Phase JP Nagar,3.0,3,1680.0
1214,Rayasandra,2.0,3,1314.0
1215,Garudachar Palya,2.0,2,1060.0
1216,Kalyan nagar,2.0,2,820.0
1217,Whitefield,4.0,4,5000.0
1218,BEML Layout,3.0,3,2000.0
1219,other,2.0,2,856.0
1220,Rajaji Nagar,4.0,3,1621.0
1221,ITPL,3.0,3,1200.0
1222,Bannerghatta Road,3.0,3,1484.0
1224,other,3.0,4,14000.0
1225,Yelahanka New Town,1.0,1,500.0
1226,other,1.0,1,485.0
1227,7th Phase JP Nagar,2.0,2,1050.0
1228,Uttarahalli,3.0,3,1617.0
1230,other,3.0,3,1384.0
1231,Devanahalli,2.0,2,1408.0
1232,Uttarahalli,2.0,2,1150.0
1233,Akshaya Nagar,2.0,3,1410.0
1234,Kaggadasapura,4.0,4,2150.0
1235,Koramangala,4.0,3,2292.0
1236,Malleshwaram,3.0,3,2006.0
1237,other,3.0,3,1508.0
1238,Ramamurthy Nagar,2.0,2,1040.0
1239,TC Palaya,2.0,2,1240.0
1240,Kudlu Gate,3.0,3,1535.0
1241,Lakshminarayana Pura,2.0,2,1180.0
1242,Abbigere,6.0,6,2200.0
1243,Bannerghatta Road,2.0,2,1400.0
1244,Raja Rajeshwari Nagar,1.0,1,500.0
1245,Whitefield,4.0,4,4800.0
1246,Sarjapur  Road,4.0,3,1984.0
1247,Whitefield,5.0,4,3000.0
1248,Garudachar Palya,3.0,3,1960.0
1249,Sarjapur  Road,2.0,2,1035.0
1250,other,4.0,4,2150.0
1251,Whitefield,3.0,3,1700.0
1252,Hosakerehalli,5.0,4,3024.0
1253,Tumkur Road,3.0,3,1586.0
1254,Chikka Tirupathi,4.0,4,2325.0
1255,Yelahanka,2.0,2,1120.0
1256,Sarjapur  Road,2.0,2,1128.0
1258,Jigani,2.0,2,924.0
1259,other,3.0,3,1600.0
1260,Pai Layout,2.0,2,1006.0
1261,Amruthahalli,2.0,2,1200.0
1262,other,2.0,2,1250.0
1263,other,3.0,3,1200.0
1264,Kannamangala,2.0,2,957.0
1265,Whitefield,2.0,2,1140.0
1266,other,2.0,2,1050.0
1267,Kasturi Nagar,3.0,3,1565.0
1268,Whitefield,2.0,2,1190.0
1269,Whitefield,3.0,3,2842.0
1270,Kanakpura Road,2.0,3,1558.67
1271,Electronics City Phase 1,1.0,1,630.0
1272,Whitefield,2.0,3,1403.0
1273,Kanakpura Road,2.0,3,1542.0
1274,Haralur Road,4.0,4,2750.0
1275,Iblur Village,5.0,4,3596.0
1276,Kengeri Satellite Town,2.0,3,1635.0
1277,Mysore Road,2.0,2,1239.0
1278,Haralur Road,2.0,2,1194.0
1279,other,3.0,3,1596.0
1280,Channasandra,2.0,2,1009.0
1281,Hosa Road,3.0,3,1726.0
1282,Kudlu Gate,3.0,3,1535.0
1283,Banashankari Stage V,2.0,3,1300.0
1284,Whitefield,4.0,4,3100.0
1285,other,3.0,3,1800.0
1286,Binny Pete,1.0,1,665.0
1287,Chamrajpet,7.0,9,4050.0
1288,TC Palaya,2.0,3,1500.0
1289,other,2.0,2,925.0
1290,Old Airport Road,4.0,4,3356.0
1291,other,2.0,2,1395.0
1292,Sonnenahalli,2.0,3,1415.0
1293,Begur,2.0,3,1419.0
1294,Kasavanhalli,2.0,2,1121.0
1295,Kambipura,2.0,3,1082.0
1296,KR Puram,2.0,2,1100.0
1297,Hoodi,3.0,3,1606.0
1298,Billekahalli,3.0,3,1650.0
1299,other,4.0,3,4634.0
1300,Old Airport Road,2.0,2,1206.0
1301,Sarjapur  Road,2.0,3,1495.0
1303,Electronic City,2.0,2,710.0
1304,Balagere,2.0,2,1210.0
1305,Nagarbhavi,2.0,3,1523.0
1306,Whitefield,2.0,2,1232.0
1307,Rachenahalli,1.0,1,680.0
1308,Hebbal,3.0,3,1355.0
1309,Thanisandra,2.0,3,1430.0
1310,Kothannur,2.0,3,1275.0
1311,Electronic City,2.0,2,1070.0
1312,other,3.0,3,1200.0
1313,Electronic City,4.0,4,2000.0
1314,Bommanahalli,2.0,2,1200.0
1315,Marathahalli,3.0,3,1610.0
1316,Haralur Road,2.0,2,1140.0
1317,Raja Rajeshwari Nagar,2.0,2,1143.0
1318,Jakkur,6.0,4,3467.86
1319,Rachenahalli,2.0,3,1530.0
1320,7th Phase JP Nagar,2.0,2,980.0
1321,Whitefield,3.0,3,1485.0
1322,Whitefield,3.0,3,1500.0
1323,Whitefield,2.0,2,1280.0
1324,Thanisandra,2.0,2,1265.0
1325,other,2.0,2,1132.0
1326,other,2.0,2,1262.0
1327,JP Nagar,2.0,2,940.0
1328,other,3.0,3,1515.0
1329,Jigani,3.0,3,1300.0
1330,Kothanur,3.0,3,1840.0
1331,Electronic City,2.0,2,890.0
1332,other,3.0,3,1655.0
1333,Hennur Road,3.0,3,2060.0
1334,Bommanahalli,3.0,3,1730.0
1335,Yelahanka,4.0,3,2195.0
1336,Kathriguppe,3.0,3,1650.0
1337,KR Puram,2.0,2,1200.0
1338,Hosa Road,2.0,2,1079.0
1339,Panathur,2.0,2,1085.0
1340,other,7.0,7,5000.0
1341,Yelahanka,2.0,2,1075.0
1342,other,2.0,2,1380.0
1343,other,3.0,3,1450.0
1344,Thubarahalli,2.0,2,1200.0
1345,Benson Town,4.0,3,3200.0
1346,Hoodi,3.0,3,1639.0
1347,other,2.0,2,1200.0
1348,Vijayanagar,3.0,3,1739.0
1349,other,5.0,4,4346.0
1350,Old Madras Road,2.0,2,935.0
1351,Thanisandra,1.0,1,510.0
1353,other,2.0,2,1178.0
1354,Chikkalasandra,2.0,3,1375.0
1355,Chandapura,2.0,3,1065.0
1356,2nd Phase Judicial Layout,2.0,3,1450.0
1357,BEML Layout,2.0,2,999.0
1358,Amruthahalli,3.0,2,4400.0
1360,Kothannur,2.0,2,1100.0
1361,Koramangala,2.0,3,1835.0
1362,Hoodi,4.0,4,2090.0
1363,Lingadheeranahalli,3.0,3,1519.0
1364,Dommasandra,3.0,3,1267.0
1365,Sanjay nagar,2.0,2,1150.0
1366,Marathahalli,2.0,2,1146.0
1368,Kannamangala,3.0,3,1550.0
1369,Chandapura,1.0,2,850.0
1370,other,3.0,3,2200.0
1371,other,3.0,3,3329.0
1372,Electronics City Phase 1,1.0,1,785.0
1373,Hebbal Kempapura,4.0,3,2900.0
1374,Raja Rajeshwari Nagar,3.0,3,1610.0
1375,Bellandur,2.0,2,921.0
1377,Bannerghatta Road,5.0,5,2700.0
1378,Sarjapur  Road,3.0,3,1700.0
1379,Sarjapur,2.0,2,1020.0
1380,Billekahalli,2.0,2,1090.0
1381,other,4.0,4,3600.0
1382,Haralur Road,2.0,2,1027.0
1383,Thanisandra,2.0,2,1185.0
1384,Doddathoguru,2.0,2,850.0
1385,Harlur,2.0,2,1197.0
1386,other,3.0,4,3500.0
1387,Poorna Pragna Layout,2.0,2,920.0
1389,Raja Rajeshwari Nagar,2.0,2,1105.0
1390,Yeshwanthpur,3.0,3,1850.0
1391,Judicial Layout,3.0,3,1300.0
1392,other,3.0,3,1595.0
1393,Kodihalli,5.0,4,3073.0
1394,Horamavu Agara,2.0,2,755.0
1395,Nagasandra,5.0,5,4050.0
1396,Kanakpura Road,2.0,3,1300.0
1397,Bannerghatta Road,2.0,2,1215.0
1398,Kanakpura Road,2.0,2,900.0
1399,Banashankari Stage III,2.0,2,1145.0
1400,other,2.0,2,1093.0
1401,Babusapalaya,2.0,3,1213.0
1402,Bannerghatta Road,3.0,3,1654.0
1403,NGR Layout,2.0,2,1105.0
1404,Babusapalaya,2.0,3,1611.0
1405,other,2.0,2,1367.0
1406,Devanahalli,2.0,2,1010.0
1408,other,3.0,3,1535.0
1409,Anekal,2.0,2,620.0
1410,Horamavu Agara,2.0,2,982.0
1411,Banashankari Stage II,2.0,2,1700.0
1412,Whitefield,2.0,2,1330.0
1413,JP Nagar,3.0,3,2500.0
1414,Poorna Pragna Layout,2.0,3,1475.0
1415,Bhoganhalli,3.0,3,1410.0
1416,Yelahanka New Town,1.0,1,440.0
1417,Yelahanka,3.0,3,1614.0
1418,Neeladri Nagar,2.0,2,1363.0
1419,Kogilu,2.0,2,650.0
1420,other,2.0,2,1015.0
1421,Horamavu Banaswadi,2.0,2,1156.0
1422,other,2.0,2,1100.0
1423,KR Puram,3.0,3,1455.0
1424,other,2.0,2,930.0
1425,other,2.0,3,1650.0
1426,KR Puram,2.0,2,1200.0
1427,other,1.0,1,700.0
1428,Karuna Nagar,3.0,4,2900.0
1429,Kadugodi,4.0,3,1890.0
1430,other,4.0,3,2197.0
1431,Hebbal Kempapura,3.0,3,3522.0
1432,other,2.0,3,1240.0
1433,HRBR Layout,2.0,2,1440.0
1434,Kodichikkanahalli,1.0,1,650.0
1435,Budigere,1.0,1,764.0
1437,Raja Rajeshwari Nagar,3.0,3,1693.0
1438,Hoodi,3.0,3,1445.0
1439,Kanakpura Road,1.0,2,900.0
1440,Singasandra,2.0,2,1030.0
1441,Yelahanka,2.0,3,1381.0
1442,other,2.0,2,1100.0
1443,Hoodi,3.0,3,1575.0
1444,Thigalarapalya,2.0,2,1200.0
1445,Begur Road,2.0,2,1200.0
1446,Kasturi Nagar,2.0,2,1080.0
1447,Hebbal Kempapura,5.0,5,2280.0
1448,Akshaya Nagar,2.0,3,1360.0
1449,Jakkur,3.0,3,1865.0
1450,Sarjapur  Road,2.0,3,1157.0
1451,Kammasandra,2.0,2,674.0
1452,Whitefield,2.0,3,1405.0
1453,Begur Road,2.0,2,1160.0
1454,other,3.0,4,1600.0
1455,Hebbal,3.0,3,1790.0
1456,Electronic City,2.0,2,1128.0
1457,Panathur,2.0,2,1180.0
1458,other,2.0,3,1450.0
1459,Kengeri,1.0,1,340.0
1460,other,3.0,4,2000.0
1461,Rachenahalli,2.0,2,1050.0
1462,Varthur,2.0,2,1125.0
1463,Vittasandra,2.0,2,1246.0
1464,HSR Layout,2.0,2,1372.0
1465,Uttarahalli,2.0,3,1330.0
1466,Binny Pete,5.0,3,2465.0
1467,Dasarahalli,2.0,2,1300.0
1468,other,1.0,2,1420.0
1470,Channasandra,2.0,2,1065.0
1471,other,2.0,2,700.0
1472,Hebbal,2.0,2,687.325
1473,other,2.0,2,1050.0
1474,other,3.0,3,1250.0
1475,Electronic City,2.0,2,865.0
1476,Uttarahalli,2.0,2,1200.0
1477,other,3.0,3,1756.0
1479,Yelahanka,1.0,1,628.0
1481,5th Phase JP Nagar,2.0,2,1207.0
1482,Kalena Agrahara,3.0,3,1765.0
1483,Electronic City,2.0,2,1130.0
1484,other,3.0,3,1532.0
1485,other,3.0,3,1650.0
1486,Horamavu Banaswadi,4.0,4,1200.0
1487,Bhoganhalli,2.0,2,804.1
1488,Doddathoguru,2.0,2,1200.0
1489,Kengeri,2.0,2,1197.0
1490,other,2.0,2,1200.0
